clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCA	codon_GAT	codon_GCG	codon_TTT	codon_ACT	codon_ACC	codon_TGC	codon_CAC	codon_ATC	codon_TGG	codon_CCC	codon_CAT	codon_CCT	codon_TCG	codon_GTG	codon_GGC	codon_AGG	codon_GGA	codon_GGG	codon_GCC	codon_CAG	codon_GCT	codon_AAC	codon_CCG	codon_TGT	codon_TAC	codon_CTC	codon_CGG	codon_CTG	codon_ACG	codon_AGC	codon_CGC	codon_CGT	codon_GAC	codon_GAG	codon_ATG	codon_CTA	codon_AAT	codon_TCC	codon_AAG	codon_GCA	codon_TTG	codon_CGA	codon_CAA	codon_TCA	codon_TTC	codon_GGT	codon_AGT	codon_CTT	codon_TCT	codon_GAA	codon_ACA	codon_TAT	codon_GTT	codon_AAA	codon_GTA	codon_ATT	codon_GTC	codon_AGA	codon_TAG	codon_ATA	codon_TGA	codon_TAA	codon_TTA
NC_072404.2	2::NC_072404.2:172715209-172720366	5157	False	0.4472	0	91.0					77.0	2.0	527.0	34.0		6.0	110.0						1.0		4.0	4.0	1.0	2.0	1.0	1.0	89.0	2.0	1.0		2.0	1.0	2.0		5.0	3.0		1.0	1.0	1.0		2.0	1.0			47.0	1.0	1.0		1.0	1.0	1.0	528.0	38.0		6.0	1.0		1.0	4.0		117.0			
NC_072404.2	1::NC_072404.2:172758165-172763976	5811	False	0.533	0	134.0	97.0	2.0	2.0	2.0	156.0	132.0		109.0	2.0		2.0			1.0	75.0				140.0	1.0		4.0	4.0	1.0	145.0	146.0		148.0	1.0	51.0		1.0	1.0	1.0	2.0	4.0	1.0	3.0		2.0	1.0		1.0	10.0	1.0	49.0	37.0	145.0		2.0	2.0			2.0	8.0	1.0	28.0	147.0		133.0			
NC_072404.2	2::NC_072404.2:172758763-172763959	5196	False	0.5348	0	110.0		8.0	2.0	10.0	121.0	2.0	2.0	84.0	132.0	128.0	118.0	11.0				1.0	1.0		8.0	1.0			21.0		131.0						2.0	4.0		131.0		1.0	1.0	1.0	1.0	219.0	66.0		11.0	133.0			1.0		121.0	1.0	3.0	1.0			31.0		47.0			1.0			65.0
NC_072404.2	1::NC_072404.2:173440323-173450298	9975	False	0.5957	1	5.0	1.0		3.0	13.0	1.0	3.0	694.0	1.0	3.0	187.0	38.0	298.0	32.0	1.0	3.0	8.0			126.0	148.0	5.0	2.0			56.0	299.0	22.0		35.0	138.0	23.0	34.0	3.0				1.0	148.0	1.0	28.0	2.0		1.0	137.0	7.0	21.0	1.0	8.0	22.0		693.0				29.0		18.0	3.0		23.0			
NC_072404.2	3::NC_072404.2:173643833-173649005	5172	False	0.4385	0	1.0	300.0	2.0	1.0	1.0				1.0	108.0		1.0			5.0			1.0	105.0	2.0	2.0		110.0				1.0	2.0	1.0	183.0	2.0	1.0		131.0	107.0	120.0		106.0	1.0	80.0	1.0	1.0		1.0	2.0	108.0	1.0	1.0	1.0		2.0	4.0	2.0	1.0			108.0		108.0		6.0			2.0
NC_072404.2	-3::NC_072404.2:173643869-173648969	5100	False	0.439	0		300.0	2.0	1.0						108.0		1.0			5.0			1.0	105.0		2.0		110.0					2.0	1.0	183.0		1.0		131.0	107.0	120.0		106.0	1.0	78.0		1.0				108.0					1.0	4.0	1.0				108.0		108.0		4.0			
NC_072404.2	-2::NC_072404.2:174643569-174648825	5256	False	0.5076	0										1.0							810.0		32.0									8.0												1.0		1.0					25.0							850.0						24.0				
NC_072404.2	2::NC_072404.2:174643570-174648826	5256	False	0.5074	0										1.0							24.0		850.0																							31.0				8.0	1.0	1.0						25.0										811.0
NC_072404.2	-3::NC_072404.2:174643676-174648785	5109	False	0.5079	0										31.0				8.0					2.0																							1.0					850.0													810.0			1.0	
NC_072404.2	1::NC_072404.2:174643677-174648786	5109	False	0.5077	0										1.0							810.0		31.0									8.0												1.0							2.0							850.0										
NC_086016.1	1::NC_086016.1:372-6114	5742	False	0.5085	0						541.0		47.0			1.0		416.0										368.0														541.0																											
NC_086016.1	1::NC_086016.1:23333364-23338497	5133	False	0.6415	2	30.0	25.0	47.0	7.0	11.0	35.0	24.0	30.0	17.0	28.0	51.0	14.0	32.0	15.0	51.0	55.0	33.0	17.0	47.0	66.0	104.0	29.0	21.0	20.0	18.0	15.0	36.0	42.0	104.0	3.0	41.0	44.0	6.0	47.0	114.0	27.0	12.0	8.0	47.0	49.0	24.0	15.0	6.0	28.0	15.0	22.0	11.0	10.0	14.0	13.0	30.0	12.0	13.0	8.0	14.0	4.0	3.0	25.0	13.0		6.0			3.0
NC_086016.1	-2::NC_086016.1:33827186-33832478	5292	False	0.4289	1	6.0	22.0	2.0	82.0	43.0	31.0	29.0	21.0	50.0	34.0	13.0	35.0	18.0	6.0	23.0	23.0	40.0	42.0	18.0	18.0	32.0	37.0	23.0	9.0	41.0	26.0	43.0	5.0	46.0	6.0	26.0	2.0	5.0	18.0	13.0	33.0		24.0	27.0	28.0	23.0	38.0	2.0	32.0		104.0	33.0	32.0	51.0	34.0	16.0	42.0	29.0	34.0	34.0	11.0	55.0	37.0	60.0	18.0	14.0	31.0	34.0	
NC_086016.1	-3::NC_086016.1:44205358-44211157	5799	False	0.5156	2	11.0	14.0	6.0	47.0	54.0	48.0	35.0	32.0	38.0	59.0	40.0	42.0	34.0	7.0	28.0	32.0	78.0	47.0	37.0	52.0	34.0	50.0	25.0	22.0	24.0	11.0	58.0	9.0	116.0	6.0	46.0	7.0	6.0	10.0	16.0	30.0		21.0	45.0	22.0	6.0	51.0	8.0	16.0		57.0	28.0	30.0	66.0	31.0	17.0	14.0	8.0	31.0	28.0	23.0	44.0	31.0	57.0	11.0	27.0	33.0	17.0	
NC_086016.1	-3::NC_086016.1:48248626-48255643	7017	False	0.4861	2	44.0	50.0	26.0	54.0	32.0	23.0	30.0	79.0	49.0	28.0	30.0	46.0	36.0	9.0	38.0	54.0	44.0	38.0	51.0	40.0	71.0	41.0	34.0	18.0	45.0	24.0	40.0	13.0	68.0	12.0	39.0	21.0	11.0	41.0	52.0	28.0		50.0	30.0	34.0	23.0	32.0	17.0	47.0		52.0	39.0	40.0	53.0	38.0	56.0	25.0	32.0	45.0	72.0	28.0	50.0	45.0	49.0	27.0	48.0	22.0	26.0	
NC_072412.2	-3::NC_072412.2:459-10710	10251	False	0.5	0						1.0					21.0		1687.0										1687.0																																								21.0	
NC_072412.2	2::NC_072412.2:460-10711	10251	False	0.5001	0						1687.0					1.0		21.0										21.0														1687.0																											
NC_072412.2	-1::NC_072412.2:488-10613	10125	False	0.5	0						1.0					1687.0																																																				1687.0	
NC_072412.2	1::NC_072412.2:489-10614	10125	False	0.5001	0											1.0		1687.0										1687.0																																									
NC_072412.2	-3::NC_072412.2:22520658-22532217	11559	False	0.3762	1	44.0	50.0	9.0	214.0	73.0	35.0	92.0	55.0	156.0	89.0	21.0	73.0	31.0	19.0	33.0	32.0	78.0	30.0	27.0	25.0	53.0	33.0	100.0	6.0	84.0	51.0	70.0	3.0	87.0	12.0	66.0	6.0	6.0	21.0	38.0	66.0		126.0	69.0	130.0	37.0	69.0	10.0	96.0		186.0	26.0	69.0	94.0	80.0	56.0	50.0	70.0	44.0	137.0	35.0	137.0	66.0	79.0	47.0	79.0	74.0	99.0	
NC_072412.2	1::NC_072412.2:31491261-31496280	5019	False	0.3351	0	23.0	64.0		57.0	58.0	15.0	6.0	9.0	12.0	3.0	6.0	36.0	19.0	2.0	21.0	8.0	3.0	20.0	8.0	9.0	32.0	26.0	36.0	1.0	35.0	13.0	10.0	1.0	16.0	5.0	19.0		3.0	25.0	33.0	24.0	8.0	99.0	17.0	40.0	31.0	27.0		42.0	57.0	12.0	21.0	50.0	24.0	55.0	116.0	31.0	23.0	39.0	120.0	33.0	50.0	13.0	27.0		33.0			47.0
NC_072412.2	3::NC_072412.2:37795877-37801373	5496	False	0.5246	2	24.0	63.0	14.0	37.0	50.0	36.0	7.0	26.0	42.0	11.0	45.0	31.0	43.0	5.0	72.0	48.0	16.0	22.0	34.0	31.0	62.0	31.0	35.0	15.0	5.0	14.0	33.0	23.0	84.0	8.0	28.0	27.0	11.0	62.0	59.0	35.0	19.0	26.0	25.0	24.0	21.0	38.0	11.0	17.0	16.0	41.0	26.0	28.0	20.0	26.0	52.0	36.0	20.0	25.0	26.0	19.0	37.0	34.0	22.0		22.0			12.0
NC_072412.2	-1::NC_072412.2:108342188-108363185	20997	False	0.3824	2	35.0	68.0	3.0	507.0	155.0	88.0	173.0	73.0	223.0	175.0	60.0	165.0	84.0	11.0	65.0	37.0	122.0	56.0	62.0	47.0	92.0	73.0	98.0	11.0	216.0	107.0	208.0	16.0	169.0	21.0	57.0	8.0	13.0	43.0	58.0	134.0		174.0	117.0	122.0	32.0	263.0	14.0	99.0		414.0	41.0	140.0	268.0	168.0	73.0	73.0	149.0	114.0	123.0	42.0	195.0	102.0	166.0	94.0	87.0	252.0	144.0	
NC_072412.2	1::NC_072412.2:118739049-118745313	6264	False	0.5702	2	9.0	4.0	4.0	3.0	56.0	126.0	3.0	374.0	3.0	2.0	15.0	7.0	117.0	3.0	3.0	6.0	123.0	66.0	8.0	6.0	114.0	4.0		2.0	2.0	2.0	189.0	7.0	4.0	4.0	6.0	5.0	1.0	67.0	52.0	2.0	3.0	1.0	7.0	4.0	6.0	2.0		3.0	214.0	4.0	57.0	2.0	3.0	3.0	2.0	261.0			5.0			52.0	58.0					2.0
NC_072412.2	3::NC_072412.2:118739399-118745348	5949	False	0.5648	1	11.0	1.0	3.0	1.0	63.0	119.0		368.0	3.0		8.0		125.0			4.0	122.0	67.0	2.0	4.0	126.0	1.0	2.0	2.0	1.0	3.0	166.0	2.0	2.0		1.0		1.0	67.0	52.0	3.0			2.0	2.0	3.0			4.0	230.0	1.0	50.0	1.0	4.0	2.0	3.0	247.0	1.0				1.0	48.0	53.0		1.0			
NC_072412.2	2::NC_072412.2:118739488-118745296	5808	False	0.5635	0	7.0	2.0			51.0	132.0	2.0	360.0	1.0		6.0	3.0	117.0				114.0	68.0	3.0	1.0	117.0	2.0					173.0	1.0		1.0	1.0			65.0	54.0				1.0	3.0	1.0			1.0	237.0	2.0	48.0				1.0	250.0					1.0	57.0	49.0		4.0			
NC_072412.2	-2::NC_072412.2:119037208-119042617	5409	False	0.641	2	25.0	11.0	12.0	39.0	16.0	26.0	37.0	30.0	21.0	38.0	73.0	21.0	49.0	3.0	28.0	90.0	37.0	18.0	54.0	46.0	47.0	46.0	12.0	66.0	19.0	2.0	95.0	30.0	200.0	8.0	78.0	17.0	19.0	20.0	24.0	10.0		9.0	41.0	9.0	15.0	11.0	10.0	8.0		62.0	53.0	12.0	52.0	17.0	11.0	5.0	18.0	19.0	8.0	4.0	8.0	27.0	17.0	2.0	2.0	14.0	2.0	
NC_072412.2	2::NC_072412.2:119636650-119642089	5439	False	0.5812	2	2.0		1.0		78.0	1.0		170.0			4.0		2.0		1.0	141.0	134.0	33.0	41.0	1.0	126.0	75.0	1.0				126.0	3.0	4.0	18.0	23.0	1.0	1.0	16.0	121.0	2.0			1.0	170.0	110.0		1.0	5.0	5.0	1.0		1.0		3.0	13.0	296.0					1.0	1.0	78.0					1.0
NC_072412.2	3::NC_072412.2:119636672-119642135	5463	False	0.581	2	1.0				3.0		3.0	125.0		1.0	3.0			2.0	1.0	63.0	230.0	33.0	82.0	5.0	165.0	5.0		2.0	2.0	1.0	156.0	6.0	4.0	4.0	7.0	12.0		70.0	41.0					19.0	157.0			124.0	125.0	1.0		2.0	1.0	2.0	1.0	180.0						2.0	180.0					
NC_072412.2	1::NC_072412.2:119637486-119642490	5004	False	0.5777	1	7.0	1.0	3.0		66.0	3.0	7.0	250.0				2.0	4.0		22.0	143.0	53.0	14.0	119.0	2.0	10.0	55.0		1.0	26.0		7.0	4.0	9.0	3.0	21.0		2.0	89.0	91.0	1.0	1.0		5.0	118.0	24.0			130.0	122.0		1.0	1.0	1.0	7.0	5.0	118.0	3.0	1.0	1.0	1.0		6.0	108.0					
NC_072412.2	2::NC_072412.2:119753398-119759869	6471	False	0.601	0		8.0	3.0	49.0	1.0	1.0	6.0	237.0	1.0	5.0	1.0	46.0	4.0	1.0	16.0	73.0	4.0	134.0	289.0	4.0	7.0	2.0	6.0	1.0	251.0	8.0	5.0	5.0	3.0	6.0	8.0	1.0	9.0	11.0	9.0	3.0	1.0	1.0		2.0	3.0	1.0	8.0	2.0		1.0	556.0	35.0			5.0	4.0	3.0	3.0	4.0	7.0		1.0	301.0		1.0			
NC_072412.2	-2::NC_072412.2:119753437-119759875	6438	False	0.6019	0		8.0	3.0	49.0	1.0	1.0	5.0	237.0	1.0	3.0	1.0	46.0	4.0	1.0	16.0	73.0	4.0	133.0	289.0	5.0	7.0	2.0	6.0	1.0	251.0	8.0	5.0	5.0	2.0	6.0	8.0	1.0	9.0	10.0	9.0	2.0		1.0		2.0	3.0	1.0	8.0	1.0		1.0	556.0	35.0			5.0	2.0	2.0	2.0	4.0	7.0		1.0	301.0		1.0	1.0		
NC_072412.2	3::NC_072412.2:119753537-119759639	6102	False	0.6011	0		8.0	54.0		1.0									1.0	573.0	3.0	4.0	1.0		7.0	2.0	3.0	2.0			1.0				230.0				281.0	139.0	51.0				6.0	18.0	2.0					295.0	1.0	1.0		8.0	20.0		5.0		256.0		10.0			3.0			48.0
NC_072412.2	-3::NC_072412.2:119753541-119759883	6342	False	0.6022	0	4.0	1.0	2.0		1.0	1.0		5.0		616.0	2.0	1.0	1.0	9.0	246.0	7.0	140.0	4.0	10.0		39.0		1.0	6.0	10.0	1.0	1.0	281.0	5.0	5.0	5.0			1.0	1.0	1.0			2.0	1.0	2.0	7.0	6.0	1.0			13.0	2.0	1.0	1.0		279.0	1.0	48.0	7.0	3.0			13.0	304.0	7.0	7.0	2.0	
NC_072412.2	2::NC_072412.2:120142888-120148300	5412	False	0.5004	0				2.0						2.0						1.0	1.0		894.0							1.0																2.0				3.0	5.0						1.0	1.0										891.0
NC_072412.2	-1::NC_072412.2:120142961-120148814	5853	False	0.5001	0																	86.0		1.0											1.0																	887.0							88.0						888.0				
NC_072412.2	1::NC_072412.2:120142962-120148815	5853	False	0.4999	0				1.0													888.0		86.0									1.0																			1.0							887.0										87.0
NC_072412.2	-3::NC_072412.2:120142968-120148299	5331	False	0.5001	0				1.0													888.0											1.0																										887.0										
NC_072398.2	-3::NC_072398.2:169-10204	10035	False	0.5	0					1.0						11.0		1661.0										1660.0			1.0																													1.0						1.0		9.0	
NC_072398.2	3::NC_072398.2:170-10628	10458	False	0.5027	0						1697.0		1.0			3.0		42.0										29.0			1.0	2.0		14.0					11.0			1682.0								1.0							1.0			2.0									
NC_072398.2	-1::NC_072398.2:246-10218	9972	False	0.5004	0						2.0		1.0			1660.0		1.0														1.0																																				1659.0	
NC_072398.2	2::NC_072398.2:247-10237	9990	False	0.5007	0						1.0		2.0			3.0		1662.0										1660.0				1.0																		1.0																			
NC_072398.2	-2::NC_072398.2:41810-48989	7179	False	0.3932	0		249.0	2.0	2.0	12.0		1.0		83.0	87.0		17.0		2.0	109.0	1.0	138.0	169.0	1.0		1.0	1.0	1.0		107.0	134.0					72.0		2.0	41.0	1.0	33.0		6.0	2.0	1.0	109.0	1.0				1.0	127.0	235.0	1.0		4.0		204.0	17.0		5.0	223.0		54.0	110.0		22.0	5.0	
NC_072398.2	-1::NC_072398.2:2333913-2338947	5034	False	0.5505	1		29.0		3.0	1.0	1.0	4.0	12.0	1.0	107.0		7.0	9.0	3.0	129.0	71.0	96.0	48.0	54.0	2.0	3.0	50.0	1.0		157.0		13.0	18.0	89.0	26.0	4.0	2.0	5.0	45.0	32.0	34.0			14.0	31.0	1.0	15.0		3.0		31.0	49.0	30.0	68.0	77.0	45.0	31.0	4.0	1.0	2.0	44.0	1.0	70.0	45.0	27.0	1.0	32.0		
NC_072398.2	-3::NC_072398.2:2335570-2341621	6051	False	0.5516	1		43.0		4.0			1.0	21.0		116.0		14.0	16.0	10.0	150.0	72.0	86.0	84.0	77.0		11.0	84.0	1.0		131.0		31.0	29.0	92.0	18.0	1.0	1.0	5.0	29.0	64.0	54.0			5.0	41.0	3.0	33.0				41.0	95.0	16.0	60.0	118.0	29.0	42.0	6.0	1.0	2.0	70.0		53.0	29.0	58.0		70.0		
NC_072398.2	-2::NC_072398.2:2336216-2341802	5586	False	0.553	1		28.0		8.0			5.0	25.0		106.0		7.0	5.0	6.0	134.0	68.0	97.0	62.0	64.0	1.0	3.0	64.0	1.0		156.0		30.0	18.0	105.0	22.0	2.0	2.0	8.0	43.0	56.0	51.0			10.0	29.0	1.0	28.0	1.0			25.0	87.0	23.0	61.0	94.0	40.0	29.0	2.0	1.0		46.0		59.0	43.0	56.0		50.0		
NC_072398.2	2::NC_072398.2:96839494-96846559	7065	False	0.4941	1	15.0	22.0		50.0	84.0	20.0	3.0	88.0	2.0	8.0	3.0	158.0	7.0	2.0	13.0	131.0	36.0	195.0	69.0	17.0	110.0	13.0	12.0		21.0	16.0	2.0		6.0		38.0	2.0	3.0	24.0	56.0	4.0	2.0	13.0	85.0	11.0	6.0	7.0	7.0	135.0	173.0	5.0	90.0	90.0	4.0	148.0	54.0	83.0	46.0	13.0	13.0	4.0	10.0	13.0	97.0		13.0			3.0
NC_072398.2	3::NC_072398.2:96882521-96894578	12057	False	0.5549	1	13.0	58.0	19.0	6.0	58.0	33.0		238.0	6.0	15.0	36.0	166.0	11.0	22.0	34.0	73.0	111.0	259.0	140.0	59.0	264.0	66.0	34.0	12.0	2.0	28.0	13.0	30.0	4.0	6.0	142.0	24.0	66.0	161.0	129.0	4.0	2.0	25.0	237.0	17.0	101.0	6.0	23.0	113.0	262.0	18.0	42.0	130.0	3.0	190.0	129.0	61.0	23.0	16.0	26.0	19.0	26.0	12.0	185.0		6.0			5.0
NC_072398.2	3::NC_072398.2:96981866-96993533	11667	False	0.5729	1	36.0	11.0		30.0	12.0	12.0	7.0	161.0	3.0	13.0	11.0	204.0	36.0	37.0	6.0	432.0	38.0	152.0	176.0	7.0	240.0	24.0	8.0	3.0	24.0	67.0	1.0	15.0	5.0		206.0	27.0	53.0	9.0	65.0	4.0	1.0	14.0	235.0	10.0	5.0	10.0	59.0	140.0	231.0	6.0	200.0	81.0	6.0	571.0	24.0	19.0	85.0	2.0	7.0	1.0	1.0	7.0	22.0		3.0			14.0
NC_072398.2	1::NC_072398.2:97092603-97098024	5421	False	0.6052	1	8.0	19.0	2.0	6.0	2.0	1.0	2.0	9.0	4.0	21.0	5.0	8.0	5.0	2.0	7.0	7.0	101.0	6.0	8.0	12.0	253.0	6.0	2.0	8.0	2.0	13.0	28.0	55.0	110.0	6.0	12.0	162.0	27.0	39.0	352.0	1.0	14.0	3.0	5.0	56.0	3.0	6.0	15.0	72.0		31.0	2.0	8.0	6.0	2.0	151.0	3.0	7.0	2.0	46.0	1.0	2.0	4.0	53.0		1.0			3.0
NC_072398.2	3::NC_072398.2:189383654-189388793	5139	False	0.5727	2	66.0	17.0	1.0	16.0	18.0	43.0	10.0	38.0	26.0	6.0	85.0	23.0	56.0	4.0	37.0	38.0	25.0	18.0	32.0	53.0	66.0	22.0	13.0	14.0	8.0	27.0	31.0	16.0	61.0	9.0	68.0	18.0	3.0	22.0	87.0	27.0	4.0	4.0	76.0	67.0	28.0	24.0	4.0	18.0	44.0	26.0	11.0	29.0	23.0	39.0	54.0	31.0	6.0	13.0	44.0	6.0	12.0	19.0	15.0		4.0			8.0
NC_072398.2	-3::NC_072398.2:191638480-191643976	5496	False	0.4161	1	6.0	25.0		86.0	31.0	30.0	46.0	45.0	59.0	23.0	19.0	37.0	19.0	6.0	14.0	26.0	32.0	23.0	11.0	22.0	38.0	20.0	34.0	4.0	48.0	28.0	60.0	3.0	56.0	4.0	32.0	1.0	3.0	15.0	19.0	28.0		62.0	41.0	36.0	9.0	51.0	1.0	36.0		127.0	18.0	43.0	48.0	48.0	20.0	17.0	33.0	24.0	32.0	6.0	47.0	30.0	49.0	28.0	9.0	26.0	38.0	
NC_072398.2	-3::NC_072398.2:215268598-215276956	8358	False	0.5172	2	7.0	36.0	14.0	122.0	54.0	24.0	79.0	89.0	84.0	94.0	41.0	33.0	58.0	31.0	30.0	77.0	109.0	56.0	71.0	31.0	51.0	54.0	38.0	24.0	60.0	25.0	127.0	15.0	87.0	19.0	66.0	16.0	15.0	53.0	29.0	26.0		32.0	23.0	31.0	6.0	40.0	10.0	26.0		143.0	48.0	44.0	95.0	38.0	10.0	5.0	16.0	38.0	25.0	19.0	35.0	67.0	88.0	13.0	26.0	46.0	17.0	
NC_072398.2	-2::NC_072398.2:229589345-229594451	5106	False	0.6757	2	3.0	1.0	6.0		1.0		2.0	3.0		3.0	4.0	1.0	1.0		2.0	38.0	406.0	418.0	178.0	1.0	17.0	3.0	1.0				4.0	12.0	2.0	5.0	4.0			3.0	374.0				1.0	78.0	20.0	1.0	1.0	1.0			5.0	2.0	1.0	1.0	66.0				7.0	2.0			22.0			1.0		
NC_072398.2	-3::NC_072398.2:229589356-229594504	5148	False	0.6754	2	7.0	1.0	5.0		3.0	1.0	3.0	3.0		8.0	3.0	1.0	3.0		4.0	24.0	425.0	413.0	196.0	3.0	29.0			2.0			1.0	10.0		7.0	6.0	1.0		4.0	341.0	2.0			3.0	65.0	15.0		1.0	3.0			2.0	3.0	2.0	2.0	79.0	1.0			3.0				29.0	1.0		1.0		
NC_072398.2	3::NC_072398.2:229589363-229594514	5151	False	0.6758	2	3.0	1.0	7.0	1.0	2.0		2.0	3.0	1.0	3.0	5.0	1.0	2.0		3.0	38.0	406.0	418.0	178.0	3.0	20.0	3.0					4.0	12.0	2.0	5.0	5.0		1.0	3.0	374.0		1.0		1.0	78.0	21.0	1.0	1.0				5.0	2.0	1.0		66.0	1.0			6.0	2.0	1.0	1.0	23.0					
NC_072398.2	-1::NC_072398.2:229589379-229594386	5007	False	0.6786	2	2.0		9.0			1.0	2.0	1.0	1.0	1.0	2.0		1.0		4.0	20.0	446.0	400.0	175.0	4.0	21.0						1.0	9.0	1.0	2.0				8.0	369.0	1.0			1.0	67.0	26.0		2.0				4.0				63.0	2.0			3.0			1.0	18.0	1.0				
NC_072398.2	2::NC_072398.2:229589380-229594408	5028	False	0.6786	2	5.0		5.0		2.0		1.0	2.0		7.0	2.0		2.0		4.0	23.0	425.0	412.0	196.0	2.0	28.0			1.0			1.0	9.0		7.0	4.0	1.0		4.0	339.0				2.0	64.0	15.0		1.0	2.0			1.0	1.0		1.0	77.0				2.0				28.0					
NC_072416.2	-3::NC_072416.2:306-6726	6420	False	0.5044	0					2.0	8.0		22.0			32.0		1032.0										1008.0	2.0									1.0																														33.0	
NC_072416.2	2::NC_072416.2:307-6727	6420	False	0.5045	0						1028.0					7.0		33.0										33.0				21.0										1013.0						2.0									2.0						1.0						
NC_072416.2	-1::NC_072416.2:503-6482	5979	False	0.5001	0						1.0					996.0																																																				996.0	
NC_072416.2	1::NC_072416.2:504-6759	6255	False	0.5049	0					2.0	10.0		22.0			1.0		1034.0										1010.0	2.0									1.0				3.0																											
NC_072416.2	3::NC_072416.2:5376269-5382971	6702	False	0.548	2	115.0	28.0	5.0	11.0	39.0	41.0	6.0	13.0	7.0	5.0	46.0	19.0	92.0	23.0	34.0	35.0	85.0	24.0	28.0	54.0	49.0	50.0	18.0	24.0	6.0	2.0	18.0	48.0	23.0	10.0	58.0	57.0	32.0	17.0	38.0	28.0	6.0	15.0	101.0	26.0	48.0	20.0	46.0	30.0	98.0	3.0	23.0	52.0	27.0	198.0	49.0	59.0	5.0	8.0	54.0	18.0	9.0	6.0	127.0		8.0			10.0
NC_072416.2	1::NC_072416.2:13142388-13147470	5082	False	0.5092	2	37.0	26.0	17.0	22.0	36.0	45.0	13.0	24.0	31.0	47.0	47.0	17.0	42.0	7.0	17.0	15.0	20.0	34.0	39.0	50.0	44.0	39.0	35.0	14.0	14.0	32.0	43.0	18.0	51.0	11.0	14.0	10.0	5.0	41.0	33.0	15.0	44.0	27.0	24.0	35.0	30.0	15.0	15.0	56.0	20.0	31.0	13.0	16.0	24.0	12.0	52.0	28.0	22.0	19.0	44.0	33.0	17.0	23.0	23.0		25.0			41.0
NC_072416.2	1::NC_072416.2:35104182-35109699	5517	False	0.6166	2	31.0	19.0	10.0	10.0	23.0	41.0	44.0	82.0	23.0	14.0	63.0	36.0	33.0	3.0	29.0	61.0	32.0	28.0	62.0	59.0	78.0	36.0	38.0	7.0	38.0	22.0	41.0	53.0	62.0	8.0	64.0	40.0	13.0	50.0	111.0	21.0	4.0	18.0	29.0	48.0	33.0	14.0	11.0	11.0	15.0	30.0	29.0	29.0	12.0	28.0	52.0	22.0	9.0	6.0	19.0	6.0		13.0	10.0		3.0			3.0
NC_072416.2	2::NC_072416.2:69866002-69871555	5553	False	0.5249	2	53.0	35.0	12.0	39.0	30.0	43.0	14.0	23.0	30.0	8.0	45.0	19.0	52.0	5.0	26.0	27.0	20.0	23.0	24.0	49.0	123.0	32.0	48.0	21.0	16.0	27.0	39.0	13.0	71.0	9.0	47.0	8.0	8.0	48.0	71.0	33.0	14.0	33.0	43.0	80.0	32.0	34.0	8.0	44.0	26.0	28.0	16.0	33.0	20.0	29.0	47.0	30.0	10.0	10.0	39.0	7.0	25.0	16.0	18.0		6.0			12.0
NC_072416.2	3::NC_072416.2:86606069-86617958	11889	False	0.6705	2	118.0	44.0	56.0	26.0	33.0	99.0	53.0	87.0	15.0	25.0	276.0	20.0	105.0	24.0	69.0	161.0	105.0	71.0	135.0	219.0	165.0	71.0	41.0	90.0	24.0	23.0	77.0	54.0	166.0	32.0	168.0	50.0	13.0	123.0	206.0	33.0	14.0	12.0	83.0	120.0	66.0	28.0	17.0	23.0	36.0	75.0	49.0	35.0	25.0	44.0	55.0	42.0	6.0	13.0	42.0	6.0	7.0	37.0	42.0		2.0			7.0
NC_072416.2	3::NC_072416.2:87196907-87205628	8721	False	0.617	0	416.0	1.0		4.0	78.0	334.0	6.0	503.0	211.0	2.0	272.0	127.0	8.0		2.0		3.0		1.0		1.0	2.0	3.0	93.0	3.0	8.0	104.0		4.0	27.0	3.0	77.0	1.0	1.0		10.0	46.0	1.0	131.0	1.0	106.0	2.0	1.0		38.0	4.0			2.0	108.0	1.0	29.0	91.0				3.0	35.0			1.0			2.0
NC_072416.2	1::NC_072416.2:87196920-87205575	8655	False	0.6178	0	374.0			2.0	39.0	359.0	11.0	469.0	201.0	1.0	328.0	116.0	3.0			1.0				4.0				32.0	4.0	7.0	78.0	1.0	2.0	95.0		26.0	93.0	1.0		12.0	111.0		160.0		80.0	1.0		3.0	106.0	2.0	1.0		2.0	88.0		20.0	41.0			1.0	4.0	2.0			2.0			2.0
NC_072416.2	-1::NC_072416.2:87198173-87204302	6129	False	0.635	0	317.0				67.0	252.0	2.0	386.0	144.0		184.0	50.0	1.0										3.0	92.0		2.0	88.0					73.0							61.0		92.0					1.0				92.0		24.0	80.0					32.0						
NC_072416.2	2::NC_072416.2:87198241-87205606	7365	False	0.6251	0	412.0			1.0	95.0	225.0	7.0	397.0	102.0		317.0	83.0	6.0		1.0					2.0	2.0	1.0	2.0	1.0	1.0	3.0	17.0		2.0	73.0		93.0	32.0		1.0	6.0	86.0		143.0		18.0			2.0	77.0	2.0			1.0	20.0		23.0	101.0	1.0		1.0	2.0	93.0			2.0			1.0
